toc,Re,Mach,alpha,CL,CD,CM,CDw,CDv,CDp,file,Missing,wasInterpolated,InterpAxis
0.13,2.0e7,0.63,2.2095,0.7,0.00819,-0.10505,0.00023999999999999987,0.007945,0.0030549999999999996,NaN,false,true,CL
0.14,2.0e7,0.63,2.4564999999999997,0.7,0.008544999999999999,-0.0961,0.00033999999999999986,0.008204999999999999,0.00342,NaN,false,true,CL
0.1,2.0e7,0.67,0.09999999999999998,0.5,0.00712,-0.13405,0.0,0.00712,0.0019950000000000002,NaN,false,true,CL
0.11,2.0e7,0.67,0.316,0.5,0.007305,-0.12605,0.0,0.007305,0.00216,NaN,false,true,CL
0.12,2.0e7,0.67,0.5425000000000001,0.5,0.0075049999999999995,-0.1177,0.0,0.0075049999999999995,0.0023550000000000003,NaN,false,true,CL
0.13,2.0e7,0.67,0.7775,0.5,0.00773,-0.109,0.0,0.00773,0.00258,NaN,false,true,CL
0.14,2.0e7,0.67,1.0325,0.5,0.007980000000000001,-0.09970000000000001,0.0,0.007980000000000001,0.002835,NaN,false,true,CL
0.145,2.0e7,0.67,1.1655000000000002,0.5,0.00811,-0.09484999999999999,0.0,0.008115,0.00297,NaN,false,true,CL
0.1,2.0e7,0.67,1.3769999999999998,0.7,0.007529999999999999,-0.13245,3.999999999999998e-5,0.00749,0.00244,NaN,false,true,CL
0.11,2.0e7,0.67,1.5849999999999997,0.7,0.00777,-0.124,7.999999999999997e-5,0.00769,0.002675,NaN,false,true,CL
0.12,2.0e7,0.67,1.8039999999999996,0.7,0.00806,-0.11495000000000001,0.00014499999999999992,0.007915,0.0029749999999999998,NaN,false,true,CL
0.13,2.0e7,0.67,2.0454999999999997,0.7,0.008435,-0.1051,0.0002599999999999998,0.008175,0.0033649999999999995,NaN,false,true,CL
0.14,2.0e7,0.67,2.2994999999999997,0.7,0.008875,-0.09475,0.0004099999999999998,0.008465,0.0038199999999999996,NaN,false,true,CL
0.145,2.0e7,0.68,2.3794999999999997,0.7,0.00915,-0.08885,0.00045999999999999974,0.00869,0.004134999999999999,NaN,false,true,CL
0.1,2.0e7,0.68,2.2704999999999997,0.85,0.00852,-0.12755,0.0005399999999999995,0.00798,0.0035249999999999995,NaN,false,true,CL
0.1,2.0e7,0.69,0.04600000000000004,0.5,0.00721,-0.1364,0.0,0.00721,0.002105,NaN,false,true,CL
0.11,2.0e7,0.69,0.26349999999999996,0.5,0.0073950000000000005,-0.12795,0.0,0.0073950000000000005,0.00228,NaN,false,true,CL
0.12,2.0e7,0.69,0.495,0.5,0.007605000000000001,-0.119,0.0,0.007605000000000001,0.00249,NaN,false,true,CL
0.13,2.0e7,0.69,0.738,0.5,0.00784,-0.10969999999999999,-5.0e-6,0.007845,0.002725,NaN,false,true,CL
0.14,2.0e7,0.69,0.9974999999999999,0.5,0.00811,-0.09975,-5.0e-6,0.008119999999999999,0.003005,NaN,false,true,CL
0.145,2.0e7,0.69,1.1345,0.5,0.008255,-0.09455,-5.0e-6,0.008265,0.0031650000000000003,NaN,false,true,CL
0.1,2.0e7,0.69,1.2804999999999997,0.7,0.00762,-0.13435,1.999999999999999e-5,0.007595,0.002545,NaN,false,true,CL
0.11,2.0e7,0.69,1.4849999999999999,0.7,0.007865,-0.12535000000000002,5.999999999999997e-5,0.0078049999999999994,0.0028049999999999998,NaN,false,true,CL
0.12,2.0e7,0.69,1.7104999999999997,0.7,0.00817,-0.1155,0.0001299999999999999,0.00804,0.0031149999999999997,NaN,false,true,CL
0.13,2.0e7,0.69,1.9494999999999996,0.7,0.00853,-0.10505,0.00021999999999999987,0.00831,0.0034899999999999996,NaN,false,true,CL
0.14,2.0e7,0.69,2.1975,0.7,0.008929999999999999,-0.09415,0.00032999999999999984,0.008605,0.003914999999999999,NaN,false,true,CL
0.11,2.0e7,0.71,0.21600000000000008,0.5,0.007509999999999999,-0.1298,0.0,0.007509999999999999,0.002425,NaN,false,true,CL
0.13,2.0e7,0.71,0.691,0.5,0.007975,-0.1105,-5.0e-6,0.007984999999999999,0.0029049999999999996,NaN,false,true,CL
0.14,2.0e7,0.71,0.9540000000000001,0.5,0.00827,-0.09985,-1.0e-5,0.008275,0.003215,NaN,false,true,CL
0.09,2.0e7,0.725,-0.835,0.4,0.007169999999999999,-0.1488,0.0,0.007169999999999999,0.00207,NaN,false,true,Mach
0.09,2.0e7,0.725,-0.2515,0.5,0.007215,-0.14975,0.0,0.007215,0.002175,NaN,false,true,Mach
0.11,2.0e7,0.725,0.1805,0.5,0.007605000000000001,-0.13124999999999998,-5.0e-6,0.0076100000000000004,0.00255,NaN,false,true,CL
0.14,2.0e7,0.725,0.9005,0.5,0.008585,-0.10125,0.000135,0.00845,0.0035800000000000003,NaN,false,true,CL
0.145,2.0e7,0.725,1.0375,0.5,0.008865,-0.09565,0.00021500000000000002,0.008645,0.003885,NaN,false,true,CL
0.14,2.0e7,0.725,1.89,0.7,0.01045,-0.10239999999999999,0.0013849999999999995,0.009065,0.005564999999999999,NaN,false,true,CL
0.145,2.0e7,0.725,2.037,0.7,0.011454999999999998,-0.09715,0.0020599999999999993,0.009394999999999999,0.0066149999999999985,NaN,false,true,CL
0.14,2.0e7,0.725,2.683,0.85,0.015934999999999998,-0.10325,0.005554999999999996,0.010384999999999998,0.011244999999999996,NaN,false,true,CL
0.145,2.0e7,0.725,2.8574999999999995,0.85,0.018159999999999996,-0.0985,0.006989999999999996,0.011174999999999997,0.013539999999999995,NaN,false,true,CL
0.145,2.0e7,0.73,1.013,0.5,0.009125000000000001,-0.0963,0.00038500000000000003,0.008740000000000001,0.004175,NaN,false,true,CL
0.145,2.0e7,0.73,2.0589999999999997,0.7,0.012915,-0.09795,0.0031399999999999987,0.00977,0.008119999999999999,NaN,false,true,CL
0.14,2.0e7,0.73,2.7334999999999994,0.85,0.018344999999999993,-0.10485,0.0071749999999999965,0.01117,0.013719999999999996,NaN,false,true,CL
0.145,2.0e7,0.73,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.73,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.09,2.0e7,0.735,-0.8385,0.4,0.00724,-0.15005000000000002,0.0,0.00724,0.002155,NaN,false,true,Mach
0.09,2.0e7,0.735,-0.27,0.5,0.00729,-0.15115,0.0,0.00729,0.002265,NaN,false,true,Mach
0.14,2.0e7,0.735,0.8704999999999999,0.5,0.009165,-0.10264999999999999,0.0005200000000000001,0.008645,0.004215,NaN,false,true,CL
0.145,2.0e7,0.735,1.012,0.5,0.009649999999999999,-0.09715,0.0007599999999999999,0.00889,0.004735,NaN,false,true,CL
0.14,2.0e7,0.735,1.9344999999999999,0.7,0.013219999999999999,-0.10429999999999999,0.0034499999999999986,0.009765,0.008434999999999998,NaN,false,true,CL
0.145,2.0e7,0.735,2.13,0.7,0.015049999999999997,-0.09835,0.004624999999999998,0.010425,0.010324999999999997,NaN,false,true,CL
0.14,2.0e7,0.735,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.735,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.735,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.735,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.74,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.74,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.74,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.74,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.74,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.09,2.0e7,0.745,-0.8425,0.4,0.007325,-0.1515,0.0,0.007325,0.0022500000000000003,NaN,false,true,Mach
0.09,2.0e7,0.745,-0.29300000000000004,0.5,0.007375,-0.1529,-5.0e-6,0.007379999999999999,0.002365,NaN,false,true,Mach
0.14,2.0e7,0.745,0.8825000000000001,0.5,0.01049,-0.1041,0.00147,0.009025,0.00562,NaN,false,true,CL
0.145,2.0e7,0.745,1.0505,0.5,0.011405,-0.09809999999999999,0.002025,0.00938,0.006574999999999999,NaN,false,true,CL
0.14,2.0e7,0.745,2.0445,0.7,0.015470000000000001,-0.10400000000000001,0.00489,0.010579999999999999,0.01077,NaN,false,true,Mach
0.145,2.0e7,0.745,2.2575,0.7,0.018115,-0.09805,0.006255,0.01156,0.013434999999999999,NaN,false,true,Mach
0.14,2.0e7,0.745,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.745,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.745,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.745,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.745,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.745,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.745,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.75,0.9179999999999999,0.5,0.01153,-0.1043,0.00221,0.00932,0.006705,NaN,false,true,CL
0.145,2.0e7,0.75,1.1030000000000002,0.5,0.01261,-0.09770000000000001,0.002845,0.009765,0.007835,NaN,false,true,CL
0.14,2.0e7,0.75,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.75,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.75,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.75,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.75,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.75,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.75,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.75,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.755,1.0034999999999998,0.5,0.01306,-0.1038,0.0032500000000000003,0.00981,0.00828,NaN,false,true,CL
0.145,2.0e7,0.755,1.226,0.5,0.014675,-0.09645,0.004189999999999999,0.010485000000000001,0.009965,NaN,false,true,CL
0.14,2.0e7,0.755,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.755,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.755,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.755,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.755,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.755,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.755,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.755,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.12,2.0e7,0.755,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.755,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.755,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.755,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.76,1.3369999999999997,0.5,0.01697,-0.09565,0.00545,0.011519999999999999,0.01233,NaN,false,true,CL
0.14,2.0e7,0.76,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.76,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.76,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.76,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.76,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.12,2.0e7,0.76,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.76,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.76,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.76,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.12,2.0e7,0.76,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.76,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.76,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.76,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.765,1.2565,0.5,0.017544999999999998,-0.10175000000000001,0.005719999999999999,0.011824999999999999,0.012900000000000002,NaN,false,true,CL
0.145,2.0e7,0.765,1.6305,0.5,0.02088,-0.09035000000000001,0.006955,0.013925,0.016335000000000002,NaN,false,true,CL
0.14,2.0e7,0.765,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.765,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.765,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.765,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.765,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.12,2.0e7,0.765,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.765,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.765,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.765,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.12,2.0e7,0.765,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.765,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.765,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.765,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.77,1.493,0.5,0.02053,-0.09715,0.00677,0.013755,0.015965,NaN,false,true,CL
0.14,2.0e7,0.77,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.77,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.77,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.77,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.77,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.11,2.0e7,0.77,3.6654999999999984,0.85,0.043944999999999984,-0.12040000000000002,0.017324999999999993,0.026619999999999987,0.03963999999999998,NaN,false,true,CL
0.12,2.0e7,0.77,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.77,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.77,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.77,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.12,2.0e7,0.77,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.77,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.77,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.77,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.775,1.9075000000000002,0.5,0.025615,-0.0892,0.008885,0.016735,0.021155,NaN,false,true,CL
0.145,2.0e7,0.775,2.4640000000000004,0.5,0.031695,-0.07394999999999999,0.011145,0.02055,0.027385,NaN,false,true,CL
0.13,2.0e7,0.775,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.775,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.775,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.775,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.775,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.775,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.11,2.0e7,0.775,4.1099999999999985,0.85,0.05145999999999998,-0.11620000000000001,0.02000499999999999,0.03145999999999999,0.047224999999999975,NaN,false,true,CL
0.12,2.0e7,0.775,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.775,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.775,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.775,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.12,2.0e7,0.775,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.775,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.775,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.775,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.78,2.2645,0.5,0.03054,-0.08285000000000001,0.010745,0.019799999999999998,0.026180000000000002,NaN,false,true,CL
0.145,2.0e7,0.78,2.935,0.5,0.03863,-0.06512499999999999,0.01346,0.025169999999999998,0.03443,NaN,false,true,Mach
0.145,2.0e7,0.78,4.289,0.6,0.051105,-0.059149999999999994,0.017445,0.03366,0.047055,NaN,false,true,Mach
0.13,2.0e7,0.78,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.78,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.78,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.78,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.78,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.78,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.1,2.0e7,0.78,3.253499999999999,0.85,0.04051499999999998,-0.13465000000000002,0.016624999999999994,0.023894999999999993,0.036104999999999984,NaN,false,true,CL
0.11,2.0e7,0.78,4.540999999999999,0.85,0.05887999999999998,-0.11280000000000001,0.022764999999999994,0.036119999999999985,0.054699999999999985,NaN,false,true,CL
0.12,2.0e7,0.78,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.78,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.78,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.78,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.12,2.0e7,0.78,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.78,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.78,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.78,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.09,2.0e7,0.785,-0.09650000000000003,0.5,0.010759999999999999,-0.15710000000000002,0.001735,0.00902,0.00588,NaN,false,true,CL
0.14,2.0e7,0.785,2.753000000000002,0.5,0.038006666666666696,-0.0736666666666666,0.01314333333333334,0.024863333333333352,0.033760000000000026,NaN,false,true,toc
0.145,2.0e7,0.785,3.4059999999999997,0.5,0.045565,-0.0563,0.015774999999999997,0.02979,0.041475,NaN,false,true,CL
0.14,2.0e7,0.785,4.1140000000000025,0.6,0.050843333333333365,-0.06749999999999995,0.017483333333333344,0.03336000000000002,0.0467466666666667,NaN,false,true,toc
0.12,2.0e7,0.785,3.408999999999999,0.7,0.045274999999999996,-0.10915,0.016649999999999995,0.02862499999999999,0.04092999999999999,NaN,false,true,CL
0.13,2.0e7,0.785,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.785,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.785,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.785,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.785,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.785,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.1,2.0e7,0.785,3.622999999999999,0.85,0.04682999999999998,-0.13135000000000002,0.019179999999999996,0.02764999999999999,0.042474999999999985,NaN,false,true,CL
0.11,2.0e7,0.785,4.8679999999999986,0.85,0.06505499999999997,-0.1114,0.02508499999999999,0.03996999999999999,0.06090999999999998,NaN,false,true,CL
0.12,2.0e7,0.785,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.785,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.785,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.785,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.12,2.0e7,0.785,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.785,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.785,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.785,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.79,3.1295,0.5,0.043235,-0.06675,0.01534,0.027895,0.03906,NaN,false,true,CL
0.145,2.0e7,0.79,3.9215,0.5,0.052855,-0.045200000000000004,0.01822,0.034635,0.04886,NaN,false,true,CL
0.12,2.0e7,0.79,3.6899999999999995,0.7,0.04993999999999999,-0.10705,0.018374999999999996,0.03155999999999999,0.04562999999999999,NaN,false,true,CL
0.13,2.0e7,0.79,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.79,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.79,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.79,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.79,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.79,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.1,2.0e7,0.79,3.950999999999999,0.85,0.05285999999999998,-0.12965,0.021739999999999995,0.031119999999999988,0.04853499999999999,NaN,false,true,CL
0.11,2.0e7,0.79,5.138499999999999,0.85,0.07059499999999998,-0.11120000000000001,0.027234999999999992,0.04335999999999999,0.06647999999999998,NaN,false,true,CL
0.12,2.0e7,0.79,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.79,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.79,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.79,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.12,2.0e7,0.79,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.79,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.79,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.79,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.8,4.043,0.5,0.056655,-0.04685,0.02025,0.0364,0.052655,NaN,false,true,CL
0.145,2.0e7,0.8,5.0125,0.5,0.06892000000000001,-0.0229,0.023719999999999998,0.0452,0.065115,NaN,false,true,CL
0.12,2.0e7,0.8,4.203999999999999,0.7,0.05881499999999998,-0.10400000000000001,0.021814999999999994,0.03699499999999999,0.05456499999999999,NaN,false,true,CL
0.13,2.0e7,0.8,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.8,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.8,NaN,0.7,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.8,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.8,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.8,NaN,0.8,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.1,2.0e7,0.8,4.427,0.85,0.06280999999999998,-0.13,0.026099999999999995,0.03670999999999999,0.05851999999999999,NaN,false,true,CL
0.11,2.0e7,0.8,5.502499999999999,0.85,0.07966999999999998,-0.1145,0.031049999999999994,0.04861499999999999,0.07555999999999999,NaN,false,true,CL
0.12,2.0e7,0.8,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.8,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.8,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.8,NaN,0.85,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.12,2.0e7,0.8,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.13,2.0e7,0.8,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.8,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.145,2.0e7,0.8,NaN,0.9,NaN,NaN,NaN,NaN,NaN,NaN,true,false,
0.14,2.0e7,0.81,5.031000000000001,0.5,0.072015,-0.02665,0.026025,0.045985,0.068165,NaN,false,true,CL
0.145,2.0e7,0.81,6.0235,0.5,0.08591499999999999,-0.005600000000000001,0.029915,0.056,0.082235,NaN,false,true,CL
0.12,2.0e7,0.81,4.668999999999999,0.7,0.06703999999999999,-0.10175,0.025204999999999995,0.041835,0.06283999999999998,NaN,false,true,CL
